Category,Message
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham,"Sorry, I can't help you on this."
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,"fyi I'm at usf now, swing by the room whenever"
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,G wants to know where the fuck you are
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,Now get step 2 outta the way. Congrats again.
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
ham,Goodnight da thangam I really miss u dear.
ham,"Sorry, I'll call later"
ham,Ok... U enjoy ur shows...
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,"Aight, we'll head out in a few"
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,Huh so fast... Dat means u havent finished painting?
ham,"Playin space poker, u?"
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,Ok. C u then.
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,I'm freezing and craving ice. Fml
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
ham,But i'm surprised she still can guess right lor...
ham,You unbelievable faglord
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,What happen to her tell the truth
ham,Your pussy is perfect!
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,Ok going to sleep. Hope i can meet her.
ham,Please ask mummy to call father
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,Excellent! Wish we were together right now!
ham,R u in this continent?
ham,I'm at work. Please call
ham,I asked you to call him now ok
ham,Eatin my lunch...
ham,Lmao!nice 1
ham,Yup ok...
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,You're gonna have to be way more specific than that
ham,Ok i am on the way to home hi hi
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,"I'll text carlos and let you know, hang on"
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,Shall i start from hear.
ham,No problem. Talk to you later
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,I will treasure every moment we spend together...
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
ham,How. Its a little difficult but its a simple way to enter this place
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,Normally i use to drink more water daily:)
ham,Ok...
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,"Sorry, I'll call later"
ham,Was actually about to send you a reminder today. Have a wonderful weekend
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
ham,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,After completed degree. There is no use in joining finance.
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,Ard 4 lor...
ham,Its a part of checking IQ
ham,on hen night. Going with a swing
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,But that's on ebay it might be less elsewhere.
ham,Actually getting ready to leave the house.
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
ham,I will come tomorrow di
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham,Ü thk of wat to eat tonight.
spam,3. You have received your mobile content. Enjoy
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,You bad girl. I can still remember them
ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,"Gosh that , what a pain. Spose I better come then."
ham,Where are the garage keys? They aren't on the bookshelf
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,Got smaller capacity one? Quite ex...
ham,Did u got that persons story
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
ham,One small prestige problem now.
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.
ham,aathi..where are you dear..
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?
ham,Good Morning plz call me sir
ham,I anything lor...
ham,Staff of placement training in Amrita college.
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
ham,What year. And how many miles.
ham,Sos! Any amount i can get pls.
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
spam,85233 FREE>Ringtone!Reply REAL
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,S:-)if we have one good partnership going we will take lead:)
ham,So how's the weather over there?
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,"I dont knw pa, i just drink milk.."
ham,Captain is in our room:)
ham,Ok. Me watching tv too.
ham,thanks for the temales it was wonderful. Thank. Have a great week.
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
ham,Just sleeping..and surfing
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,Aight do you still want to get money
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,"K, can I pick up another 8th when you're done?"
ham,But you were together so you should be thinkin about him
ham,In meeting da. I will call you
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,I want to be there so i can kiss you and feel you next to me
ham,"Usf I guess, might as well take 1 car"
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
ham,Well obviously not because all the people in my cool college life went home ;_;
ham,Ü comin to fetch us oredi...
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,You made my day. Do have a great day too.
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,Fine. Do you remember me.
ham,Ok...
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
ham,K:)k..its good:)when are you going?
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
